Time,Data1,Data2,Battery,Motor Rev A,Motor Rev B,Motor Rev C,ADC S1,ADC S2,ADC S3,ADC S4,I2C
99880,13,11,8087,0,106,-237,-216,0,0,0,80
99900,17,16,8073,0,107,-236,-174,0,0,0,80
99920,22,21,8087,0,108,-234,-99,0,0,0,81
99940,29,28,8073,0,110,-232,29,0,0,0,72
99960,39,37,8059,0,113,-229,188,0,0,0,71
99980,40,38,8017,0,116,-226,-515,0,0,0,69
100000,31,29,8045,0,119,-222,-1271,0,0,0,69
100020,26,25,8073,0,123,-217,-2081,0,0,0,80
100040,19,19,8087,0,126,-213,-3038,0,0,0,80
100060,15,15,8100,0,129,-209,-3643,0,0,0,80
100080,10,11,8100,0,131,-206,-4290,0,0,0,80
100100,6,7,8087,0,133,-204,-4627,0,0,0,80
100120,3,4,8100,0,134,-202,-4856,0,0,0,80
100140,0,0,8100,0,134,-201,-4876,0,0,0,80
100160,-2,-1,8128,0,134,-201,-4782,0,0,0,80
100180,-3,-2,8087,0,134,-201,-4647,0,0,0,80
100200,-2,-1,8073,0,134,-201,-4485,0,0,0,80
100220,-2,-1,8087,0,134,-201,-4372,0,0,0,80
100240,-3,-2,8114,0,134,-201,-4288,0,0,0,80
100260,-3,-2,8100,0,134,-201,-4242,0,0,0,80
100280,-4,-3,8087,0,134,-201,-4216,0,0,0,80
100300,-5,-4,8100,0,134,-201,-4219,0,0,0,80
100320,-5,-4,8100,0,134,-201,-4230,0,0,0,80
100340,-6,-5,8073,0,134,-201,-4290,0,0,0,80
100360,-8,-7,8114,0,134,-201,-4366,0,0,0,80
100380,-9,-8,8100,0,134,-201,-4474,0,0,0,80
100400,-15,-14,8100,0,133,-202,-4598,0,0,0,80
100420,-18,-17,8087,0,132,-203,-4767,0,0,0,80
100440,-25,-23,8073,0,130,-204,-4951,0,0,0,80
100460,-34,-33,8059,0,128,-207,-5179,0,0,0,80
100480,-43,-42,8045,0,125,-210,-5414,0,0,0,80
100500,-45,-44,7976,0,122,-214,-4695,0,0,0,80
100520,-34,-33,8045,0,117,-219,-3659,0,0,0,80
100540,-30,-29,8100,0,113,-223,-2815,0,0,0,80
100560,-20,-20,8087,0,110,-228,-1665,0,0,0,80
100580,-14,-14,8100,0,106,-232,-921,0,0,0,80
100600,-9,-10,8087,0,104,-235,-128,0,0,0,80
100620,-1,-2,8100,0,102,-237,302,0,0,0,80
100640,2,1,8100,0,102,-239,563,0,0,0,54
100660,8,7,8114,0,102,-239,674,0,0,0,54
100680,12,11,8073,0,103,-238,594,0,0,0,54
100700,17,16,8087,0,103,-237,694,0,0,0,55
100720,23,22,8059,0,105,-236,760,0,0,0,54
100740,31,30,8073,0,107,-234,982,0,0,0,54
100760,43,43,8059,0,110,-230,1194,0,0,0,53
100780,51,51,8003,0,113,-227,959,0,0,0,53
100800,41,41,8003,0,117,-222,-119,0,0,0,53
100820,34,34,8087,0,122,-217,-959,0,0,0,69
100840,32,32,8087,0,127,-211,-2077,0,0,0,53
100860,26,26,8100,0,131,-206,-2972,0,0,0,80
100880,22,23,8100,0,135,-201,-3806,0,0,0,80
100900,15,16,8114,0,139,-197,-4566,0,0,0,80
100920,12,13,8100,0,141,-194,-5098,0,0,0,80
100940,5,6,8114,0,144,-191,-5587,0,0,0,80
100960,2,3,8100,0,145,-189,-5775,0,0,0,80
100980,-1,0,8128,0,146,-188,-5835,0,0,0,80
101000,-5,-3,8128,0,146,-188,-5687,0,0,0,80
101020,-6,-4,8100,0,146,-188,-5470,0,0,0,80
101040,-10,-8,8100,0,145,-189,-5271,0,0,0,80
101060,-10,-9,8073,0,145,-190,-5146,0,0,0,80
101080,-12,-11,8100,0,144,-191,-5046,0,0,0,80
101100,-17,-16,8100,0,143,-192,-5004,0,0,0,80
101120,-21,-20,8073,0,141,-194,-4987,0,0,0,80
101140,-27,-26,8059,0,139,-196,-5023,0,0,0,80
101160,-32,-31,8059,0,137,-198,-4842,0,0,0,80
101180,-25,-24,8059,0,135,-201,-3931,0,0,0,80
101200,-16,-16,8087,0,132,-204,-3212,0,0,0,80
101220,-14,-14,8100,0,130,-207,-2587,0,0,0,68
101240,-6,-6,8100,0,128,-210,-1867,0,0,0,68
101260,-2,-2,8100,0,127,-211,-1547,0,0,0,68
101280,1,1,8100,0,127,-212,-1270,0,0,0,68
101300,5,4,8100,0,127,-212,-1287,0,0,0,68
101320,6,5,8100,0,128,-212,-1231,0,0,0,68
101340,9,8,8100,0,128,-212,-1237,0,0,0,68
101360,10,10,8073,0,129,-211,-1185,0,0,0,68
101380,14,14,8073,0,129,-210,-1081,0,0,0,68
101400,19,19,8100,0,131,-209,-973,0,0,0,68
101420,26,25,8087,0,133,-207,-800,0,0,0,67
101440,33,33,8059,0,135,-204,-616,0,0,0,67
101460,37,37,8031,0,138,-201,-947,0,0,0,67
101480,28,28,8059,0,141,-197,-1865,0,0,0,67
101500,25,25,8100,0,145,-193,-2525,0,0,0,69
101520,19,19,8073,0,148,-190,-3504,0,0,0,68
101540,12,12,8114,0,151,-186,-4111,0,0,0,69
101560,8,8,8100,0,153,-184,-4739,0,0,0,70
101580,1,2,8114,0,155,-182,-5127,0,0,0,70
101600,-1,0,8100,0,156,-181,-5318,0,0,0,80
101620,-6,-5,8100,0,156,-181,-5392,0,0,0,80
101640,-7,-6,8100,0,156,-181,-5242,0,0,0,80
101660,-9,-8,8100,0,155,-181,-5208,0,0,0,71
101680,-11,-11,8114,0,155,-182,-5140,0,0,0,71
101700,-16,-15,8100,0,153,-183,-5192,0,0,0,80
101720,-20,-20,8087,0,152,-185,-5218,0,0,0,80
101740,-27,-27,8073,0,150,-187,-5335,0,0,0,70
101760,-36,-35,8059,0,147,-190,-5451,0,0,0,70
101780,-37,-37,8031,0,144,-193,-4826,0,0,0,70
101800,-26,-26,8059,0,141,-197,-3834,0,0,0,70
101820,-23,-23,8087,0,137,-201,-3173,0,0,0,69
101840,-15,-16,8100,0,135,-204,-2160,0,0,0,69
101860,-8,-9,8114,0,132,-207,-1594,0,0,0,68
101880,-5,-6,8100,0,131,-210,-1066,0,0,0,67
101900,0,0,8087,0,130,-211,-738,0,0,0,67
101920,2,1,8100,0,130,-212,-660,0,0,0,67
101940,7,6,8100,0,130,-212,-644,0,0,0,67
101960,10,9,8087,0,130,-211,-735,0,0,0,67
101980,14,12,8100,0,131,-210,-690,0,0,0,67
102000,17,16,8100,0,132,-209,-657,0,0,0,67
102020,24,23,8087,0,133,-207,-531,0,0,0,67
102040,31,30,8073,0,136,-205,-405,0,0,0,67
102060,40,39,8059,0,139,-202,-292,0,0,0,67
102080,38,38,8017,0,142,-198,-1144,0,0,0,66
102100,28,27,8045,0,146,-194,-2028,0,0,0,67
102120,24,24,8114,0,150,-189,-2957,0,0,0,67
102140,16,16,8114,0,153,-185,-3954,0,0,0,68
102160,13,13,8114,0,156,-182,-4592,0,0,0,69
102180,4,4,8114,0,159,-179,-5332,0,0,0,69
102200,0,0,8100,0,160,-178,-5611,0,0,0,70
102220,-4,-4,8087,0,161,-177,-5901,0,0,0,69
102240,-8,-8,8100,0,161,-177,-5867,0,0,0,70
102260,-11,-11,8100,0,160,-178,-5812,0,0,0,71
102280,-16,-16,8087,0,159,-179,-5807,0,0,0,80
102300,-21,-21,8073,0,158,-180,-5872,0,0,0,80
102320,-29,-29,8087,0,156,-182,-5985,0,0,0,71
102340,-39,-39,8059,0,153,-185,-6147,0,0,0,71
102360,-47,-47,8003,0,150,-188,-5956,0,0,0,70
102380,-36,-36,8031,0,145,-193,-4647,0,0,0,80
102400,-28,-29,8073,0,141,-198,-3799,0,0,0,69
102420,-23,-24,8087,0,137,-202,-2644,0,0,0,69
102440,-15,-15,8100,0,133,-206,-1748,0,0,0,68
102460,-10,-11,8114,0,131,-210,-1082,0,0,0,67
102480,-3,-4,8100,0,129,-212,-427,0,0,0,67
102500,1,0,8100,0,128,-214,-175,0,0,0,67
102520,7,5,8087,0,128,-215,14,0,0,0,67
102540,9,7,8100,0,128,-215,-43,0,0,0,67
102560,12,10,8087,0,129,-214,-74,0,0,0,66
102580,17,16,8087,0,129,-213,-61,0,0,0,66
102600,22,20,8073,0,131,-212,37,0,0,0,66
102620,32,30,8059,0,133,-210,197,0,0,0,67
102640,41,40,8045,0,135,-206,376,0,0,0,66
102660,49,48,8017,0,139,-203,109,0,0,0,66
102680,37,36,8003,0,143,-198,-1100,0,0,0,66
102700,33,32,8059,0,148,-193,-1964,0,0,0,67
102720,27,26,8087,0,152,-188,-3211,0,0,0,67
102740,19,19,8087,0,156,-183,-4089,0,0,0,68
102760,16,15,8100,0,160,-179,-5012,0,0,0,68
102780,7,7,8114,0,163,-176,-5729,0,0,0,70
102800,3,2,8114,0,165,-174,-6219,0,0,0,80
102820,-4,-4,8100,0,166,-172,-6563,0,0,0,80
102840,-6,-7,8100,0,167,-172,-6583,0,0,0,80
102860,-12,-12,8100,0,166,-173,-6508,0,0,0,80
102880,-16,-16,8114,0,165,-173,-6422,0,0,0,80
102900,-21,-22,8073,0,164,-175,-6484,0,0,0,80
102920,-28,-29,8100,0,162,-177,-6524,0,0,0,80
102940,-39,-39,8073,0,159,-180,-6700,0,0,0,80
102960,-49,-49,8017,0,155,-183,-6580,0,0,0,80
102980,-39,-39,7990,0,151,-187,-5301,0,0,0,81
103000,-29,-29,8087,0,146,-192,-4326,0,0,0,80
103020,-25,-26,8087,0,142,-197,-3177,0,0,0,80
103040,-17,-17,8073,0,138,-202,-2140,0,0,0,68
103060,-12,-13,8100,0,135,-205,-1484,0,0,0,67
103080,-5,-6,8087,0,133,-208,-733,0,0,0,67
103100,0,-1,8100,0,131,-210,-488,0,0,0,66
103120,2,1,8114,0,131,-211,-297,0,0,0,66
103140,7,6,8087,0,131,-211,-352,0,0,0,67
103160,8,6,8100,0,131,-211,-477,0,0,0,66
103180,12,11,8087,0,132,-210,-539,0,0,0,67
103200,16,14,8073,0,133,-209,-556,0,0,0,67
103220,21,19,8100,0,134,-208,-500,0,0,0,67
103240,28,26,8100,0,136,-206,-436,0,0,0,67
103260,36,35,8059,0,138,-203,-298,0,0,0,66
103280,42,41,8017,0,141,-200,-595,0,0,0,66
103300,34,33,8045,0,145,-195,-1694,0,0,0,66
103320,25,25,8073,0,149,-191,-2563,0,0,0,67
103340,22,22,8087,0,153,-186,-3673,0,0,0,67
103360,15,14,8100,0,157,-183,-4430,0,0,0,69
103380,9,9,8100,0,159,-180,-5212,0,0,0,69
103400,1,1,8114,0,161,-177,-5782,0,0,0,71
103420,-2,-2,8128,0,163,-176,-6095,0,0,0,71
103440,-7,-8,8114,0,163,-176,-6293,0,0,0,80
103460,-12,-12,8073,0,162,-176,-6245,0,0,0,80
103480,-16,-16,8100,0,161,-177,-6291,0,0,0,80
103500,-22,-22,8087,0,160,-178,-6365,0,0,0,80
103520,-30,-30,8087,0,158,-180,-6541,0,0,0,80
103540,-41,-41,8059,0,155,-183,-6749,0,0,0,80
103560,-52,-52,8003,0,151,-187,-6755,0,0,0,80
103580,-44,-45,7976,0,147,-192,-5427,0,0,0,80
103600,-34,-34,8073,0,142,-197,-4513,0,0,0,80
103620,-31,-31,8073,0,137,-202,-3330,0,0,0,69
103640,-21,-22,8087,0,133,-208,-2190,0,0,0,69
103660,-18,-19,8087,0,129,-212,-1464,0,0,0,67
103680,-9,-11,8087,0,126,-216,-529,0,0,0,67
103700,-3,-5,8100,0,124,-218,-98,0,0,0,66
103720,1,0,8100,0,123,-220,303,0,0,0,66
103740,6,5,8073,0,122,-221,363,0,0,0,66
103760,7,6,8100,0,122,-221,223,0,0,0,66
103780,13,11,8100,0,123,-220,137,0,0,0,66
103800,15,13,8100,0,124,-219,63,0,0,0,67
103820,21,19,8100,0,125,-218,100,0,0,0,66
103840,27,25,8073,0,127,-216,145,0,0,0,67
103860,36,35,8073,0,129,-213,292,0,0,0,66
103880,45,43,8017,0,132,-210,115,0,0,0,66
103900,36,35,8003,0,136,-206,-1009,0,0,0,66
103920,29,28,8073,0,140,-201,-1865,0,0,0,67
103940,26,25,8100,0,144,-196,-2913,0,0,0,67
103960,17,17,8100,0,147,-192,-3861,0,0,0,68
103980,13,13,8114,0,151,-188,-4630,0,0,0,69
104000,7,7,8114,0,153,-185,-5317,0,0,0,68
104020,1,1,8100,0,155,-183,-5698,0,0,0,70
104040,-3,-3,8087,0,156,-182,-6033,0,0,0,71
104060,-6,-6,8087,0,156,-182,-6010,0,0,0,80
104080,-9,-8,8100,0,155,-182,-5951,0,0,0,80
104100,-14,-14,8114,0,155,-183,-5876,0,0,0,80
104120,-18,-18,8100,0,154,-184,-5928,0,0,0,71
104140,-24,-24,8087,0,152,-186,-5959,0,0,0,80
104160,-32,-32,8073,0,150,-188,-6084,0,0,0,80
104180,-41,-41,8031,0,147,-191,-6197,0,0,0,81
104200,-42,-42,8017,0,143,-195,-5385,0,0,0,80
104220,-28,-29,8073,0,139,-200,-4251,0,0,0,81
104240,-25,-25,8100,0,135,-204,-3445,0,0,0,69
104260,-16,-17,8087,0,132,-208,-2264,0,0,0,69
104280,-10,-11,8114,0,129,-212,-1623,0,0,0,68
104300,-6,-7,8087,0,127,-214,-945,0,0,0,67
104320,2,1,8087,0,126,-216,-568,0,0,0,67
104340,3,2,8087,0,125,-217,-475,0,0,0,67
104360,11,9,8087,0,126,-216,-411,0,0,0,67
104380,13,11,8087,0,126,-216,-560,0,0,0,66
104400,16,15,8073,0,127,-214,-524,0,0,0,67
104420,21,20,8073,0,129,-213,-541,0,0,0,67
104440,28,27,8073,0,131,-211,-436,0,0,0,67
104460,37,36,8059,0,133,-208,-376,0,0,0,66
104480,40,39,8003,0,137,-204,-930,0,0,0,67
104500,28,28,8059,0,140,-200,-1978,0,0,0,67
104520,23,22,8100,0,144,-196,-2809,0,0,0,68
104540,17,17,8100,0,147,-192,-3893,0,0,0,68
104560,9,9,8100,0,150,-189,-4572,0,0,0,69
104580,4,4,8114,0,152,-186,-5247,0,0,0,69
104600,-2,-2,8114,0,153,-185,-5690,0,0,0,69
104620,-5,-5,8087,0,154,-184,-5857,0,0,0,70
104640,-10,-10,8128,0,153,-185,-5852,0,0,0,80
104660,-14,-14,8100,0,153,-185,-5794,0,0,0,80
104680,-19,-19,8100,0,151,-187,-5879,0,0,0,69
104700,-25,-25,8059,0,149,-188,-5914,0,0,0,71
104720,-34,-34,8087,0,147,-191,-6088,0,0,0,70
104740,-44,-44,8031,0,144,-194,-6111,0,0,0,80
104760,-39,-39,8017,0,140,-198,-5071,0,0,0,80
104780,-29,-29,8059,0,136,-203,-4143,0,0,0,80
104800,-26,-27,8100,0,132,-207,-3256,0,0,0,68
104820,-18,-19,8087,0,129,-212,-2210,0,0,0,69
104840,-12,-13,8100,0,125,-215,-1525,0,0,0,68
104860,-5,-6,8087,0,123,-218,-765,0,0,0,67
104880,1,0,8114,0,122,-220,-418,0,0,0,67
104900,5,4,8100,0,122,-221,-212,0,0,0,67
104920,8,6,8087,0,122,-221,-247,0,0,0,67
104940,12,10,8114,0,123,-220,-319,0,0,0,67
104960,15,14,8087,0,123,-219,-292,0,0,0,67
104980,20,18,8073,0,125,-218,-262,0,0,0,67
105000,28,26,8059,0,127,-216,-121,0,0,0,67
105020,37,35,8045,0,129,-213,10,0,0,0,66
105040,45,44,8031,0,132,-210,-55,0,0,0,66
105060,37,35,8003,0,136,-206,-1226,0,0,0,66
105080,28,27,8059,0,140,-201,-2032,0,0,0,67
105100,27,27,8087,0,144,-196,-3043,0,0,0,67
105120,18,18,8100,0,147,-192,-3922,0,0,0,68
105140,15,15,8114,0,150,-188,-4653,0,0,0,68
105160,8,8,8087,0,153,-185,-5315,0,0,0,68
105180,5,5,8114,0,155,-183,-5709,0,0,0,69
105200,0,0,8087,0,156,-181,-6052,0,0,0,69
105220,-5,-5,8100,0,156,-181,-6062,0,0,0,80
105240,-8,-8,8100,0,156,-181,-6044,0,0,0,70
105260,-9,-9,8100,0,155,-182,-5895,0,0,0,70
105280,-14,-14,8073,0,154,-182,-5947,0,0,0,70
105300,-19,-19,8100,0,153,-184,-5917,0,0,0,70
105320,-25,-25,8073,0,151,-185,-6026,0,0,0,70
105340,-34,-33,8073,0,149,-188,-6118,0,0,0,70
105360,-42,-41,8045,0,146,-191,-6074,0,0,0,70
105380,-34,-34,8017,0,142,-195,-4949,0,0,0,70
105400,-25,-25,8100,0,139,-199,-4107,0,0,0,70
105420,-22,-22,8087,0,135,-203,-3175,0,0,0,68
105440,-13,-13,8100,0,132,-207,-2310,0,0,0,68
105460,-11,-11,8100,0,130,-210,-1837,0,0,0,67
105480,-3,-4,8114,0,129,-212,-1219,0,0,0,67
105500,0,0,8087,0,128,-214,-1123,0,0,0,66
105520,3,2,8114,0,128,-214,-1035,0,0,0,67
105540,7,5,8087,0,128,-214,-1111,0,0,0,67
105560,7,5,8087,0,129,-213,-1219,0,0,0,67
105580,11,10,8087,0,129,-213,-1246,0,0,0,67
105600,12,11,8073,0,130,-212,-1259,0,0,0,67
105620,19,17,8087,0,131,-210,-1196,0,0,0,67
105640,23,22,8073,0,132,-208,-1144,0,0,0,67
105660,31,30,8073,0,135,-206,-1008,0,0,0,67
105680,36,35,8045,0,137,-203,-1223,0,0,0,67
105700,27,27,8045,0,140,-200,-2152,0,0,0,67
105720,21,21,8087,0,143,-196,-2868,0,0,0,67
105740,17,16,8059,0,147,-193,-3719,0,0,0,68
105760,9,9,8100,0,149,-190,-4390,0,0,0,68
105780,6,6,8114,0,151,-187,-4886,0,0,0,69
105800,0,0,8087,0,152,-186,-5294,0,0,0,69
105820,-3,-3,8114,0,152,-185,-5390,0,0,0,69
105840,-6,-6,8114,0,152,-185,-5440,0,0,0,69
105860,-7,-7,8087,0,152,-186,-5351,0,0,0,69
105880,-10,-9,8100,0,151,-186,-5378,0,0,0,69
105900,-14,-14,8087,0,151,-187,-5391,0,0,0,69
105920,-17,-17,8100,0,150,-188,-5490,0,0,0,69
105940,-24,-24,8073,0,148,-190,-5593,0,0,0,69
105960,-32,-32,8059,0,146,-192,-5757,0,0,0,69
105980,-41,-41,8031,0,143,-195,-5814,0,0,0,69
106000,-36,-36,8031,0,139,-199,-4832,0,0,0,70
106020,-26,-26,8073,0,135,-203,-4020,0,0,0,69
106040,-24,-24,8100,0,132,-207,-3207,0,0,0,68
106060,-15,-16,8100,0,129,-211,-2280,0,0,0,68
106080,-10,-11,8114,0,126,-214,-1680,0,0,0,68
106100,-3,-5,8114,0,125,-217,-1059,0,0,0,67
106120,0,0,8100,0,124,-218,-841,0,0,0,67
106140,3,1,8100,0,123,-219,-677,0,0,0,67
106160,6,5,8100,0,124,-219,-751,0,0,0,67
106180,10,9,8100,0,124,-218,-845,0,0,0,67
106200,11,10,8087,0,124,-217,-873,0,0,0,67
106220,15,14,8100,0,125,-216,-865,0,0,0,67
106240,20,19,8114,0,127,-215,-795,0,0,0,67
106260,27,26,8073,0,129,-213,-704,0,0,0,67
106280,35,34,8045,0,131,-210,-582,0,0,0,67
106300,38,37,8031,0,134,-207,-1053,0,0,0,67
106320,29,28,8059,0,137,-203,-2003,0,0,0,67
106340,24,23,8087,0,141,-199,-2756,0,0,0,68
106360,18,18,8087,0,144,-195,-3763,0,0,0,68
106380,11,11,8100,0,147,-192,-4405,0,0,0,68
106400,7,7,8100,0,149,-189,-5089,0,0,0,68
106420,1,1,8100,0,151,-187,-5476,0,0,0,68
106440,-2,-1,8100,0,151,-186,-5636,0,0,0,69
106460,-7,-7,8114,0,151,-186,-5710,0,0,0,69
106480,-7,-7,8087,0,151,-186,-5595,0,0,0,70
106500,-12,-12,8100,0,150,-187,-5620,0,0,0,69
106520,-16,-16,8100,0,149,-188,-5604,0,0,0,69
106540,-21,-21,8073,0,148,-189,-5710,0,0,0,69
106560,-27,-27,8073,0,146,-191,-5804,0,0,0,70
106580,-37,-37,8059,0,143,-194,-5987,0,0,0,70
106600,-43,-43,8017,0,140,-197,-5666,0,0,0,70
106620,-33,-33,8017,0,136,-202,-4592,0,0,0,80
106640,-26,-27,8087,0,133,-206,-3855,0,0,0,68
106660,-21,-21,8100,0,129,-210,-2789,0,0,0,68
106680,-13,-14,8114,0,126,-214,-2048,0,0,0,68
106700,-9,-10,8100,0,124,-217,-1393,0,0,0,68
106720,-1,-2,8114,0,122,-219,-871,0,0,0,67
106740,1,0,8100,0,121,-220,-707,0,0,0,67
106760,5,3,8114,0,122,-221,-662,0,0,0,67
106780,7,5,8128,0,122,-220,-794,0,0,0,67
106800,11,9,8100,0,123,-220,-810,0,0,0,67
106820,12,11,8087,0,123,-219,-862,0,0,0,67
106840,17,15,8087,0,124,-218,-796,0,0,0,67
106860,23,21,8100,0,126,-216,-731,0,0,0,67
106880,29,28,8087,0,128,-214,-580,0,0,0,67
106900,38,37,8059,0,130,-211,-524,0,0,0,67
106920,35,34,8003,0,133,-208,-1395,0,0,0,67
106940,26,25,8073,0,137,-203,-2151,0,0,0,67
106960,23,23,8073,0,140,-199,-2933,0,0,0,68
106980,16,16,8100,0,143,-196,-3832,0,0,0,68
107000,12,12,8114,0,146,-192,-4364,0,0,0,68
107020,7,7,8114,0,148,-190,-4995,0,0,0,68
107040,2,2,8100,0,149,-188,-5272,0,0,0,69
107060,0,0,8114,0,150,-187,-5478,0,0,0,68
107080,-4,-4,8128,0,150,-187,-5463,0,0,0,69
107100,-5,-5,8100,0,149,-187,-5341,0,0,0,69
107120,-10,-9,8087,0,149,-188,-5286,0,0,0,69
107140,-10,-9,8100,0,149,-189,-5259,0,0,0,69
107160,-14,-14,8087,0,148,-190,-5294,0,0,0,69
107180,-20,-20,8073,0,147,-191,-5353,0,0,0,69
107200,-25,-25,8100,0,145,-193,-5461,0,0,0,69
107220,-33,-33,8073,0,143,-195,-5592,0,0,0,69
107240,-38,-37,8045,0,139,-198,-5335,0,0,0,69
107260,-29,-29,8031,0,136,-202,-4324,0,0,0,70
107280,-22,-22,8114,0,133,-206,-3685,0,0,0,68
107300,-19,-19,8100,0,130,-209,-2821,0,0,0,68
107320,-10,-11,8114,0,127,-212,-2105,0,0,0,68
107340,-7,-8,8114,0,126,-215,-1628,0,0,0,68
107360,-1,-2,8100,0,125,-216,-1248,0,0,0,67
107380,1,0,8114,0,124,-217,-1164,0,0,0,67
107400,6,4,8114,0,125,-217,-1130,0,0,0,67
107420,7,6,8100,0,125,-217,-1275,0,0,0,67
107440,5,4,8100,0,125,-217,-1305,0,0,0,67
107460,10,9,8073,0,126,-216,-1359,0,0,0,67
107480,11,10,8087,0,127,-215,-1328,0,0,0,67
107500,15,14,8087,0,127,-214,-1304,0,0,0,67
107520,20,19,8100,0,129,-213,-1220,0,0,0,67
107540,26,25,8073,0,131,-210,-1128,0,0,0,67
107560,32,31,8059,0,133,-208,-1089,0,0,0,67
107580,29,28,8045,0,135,-205,-1823,0,0,0,67
107600,21,21,8073,0,139,-201,-2487,0,0,0,68
107620,19,19,8087,0,141,-198,-3128,0,0,0,68
107640,12,12,8087,0,144,-195,-3912,0,0,0,68
107660,8,8,8100,0,145,-193,-4313,0,0,0,68
107680,3,3,8100,0,147,-191,-4814,0,0,0,68
107700,-1,0,8100,0,147,-190,-4949,0,0,0,69
107720,-4,-3,8100,0,147,-189,-5038,0,0,0,68
107740,-6,-6,8100,0,147,-190,-4939,0,0,0,68
107760,-6,-5,8087,0,147,-190,-4906,0,0,0,69
107780,-7,-7,8100,0,146,-191,-4890,0,0,0,69
107800,-12,-11,8087,0,146,-191,-4922,0,0,0,69
107820,-16,-15,8100,0,145,-192,-4983,0,0,0,69
107840,-20,-20,8100,0,143,-194,-5068,0,0,0,68
107860,-27,-27,8073,0,141,-196,-5190,0,0,0,69
107880,-35,-35,8031,0,139,-199,-5319,0,0,0,69
107900,-34,-34,8031,0,136,-202,-4662,0,0,0,69
107920,-23,-23,8073,0,133,-205,-3806,0,0,0,69
107940,-21,-21,8100,0,130,-209,-3227,0,0,0,68
107960,-14,-15,8100,0,127,-212,-2341,0,0,0,68
107980,-8,-9,8100,0,125,-215,-1888,0,0,0,68
108000,-4,-5,8100,0,124,-217,-1400,0,0,0,67
108020,0,-1,8114,0,123,-218,-1161,0,0,0,68
108040,3,2,8114,0,123,-218,-1118,0,0,0,67
108060,4,3,8100,0,123,-218,-1145,0,0,0,67
108080,8,7,8114,0,124,-218,-1232,0,0,0,67
108100,8,7,8100,0,124,-218,-1218,0,0,0,67
108120,9,8,8100,0,124,-217,-1228,0,0,0,67
108140,14,13,8100,0,125,-216,-1140,0,0,0,67
108160,17,16,8100,0,126,-215,-1064,0,0,0,67
108180,24,23,8087,0,127,-213,-908,0,0,0,67
108200,31,30,8059,0,130,-211,-760,0,0,0,67
108220,38,37,8045,0,133,-208,-776,0,0,0,67
108240,33,32,8031,0,136,-204,-1691,0,0,0,67
108260,26,26,8073,0,139,-200,-2385,0,0,0,67
108280,23,22,8073,0,143,-196,-3218,0,0,0,68
108300,14,14,8100,0,146,-193,-4059,0,0,0,68
108320,11,11,8100,0,148,-190,-4635,0,0,0,68
108340,4,5,8100,0,150,-187,-5204,0,0,0,68
108360,1,2,8100,0,151,-186,-5382,0,0,0,69
108380,-2,-1,8128,0,152,-185,-5575,0,0,0,69
108400,-4,-4,8100,0,152,-185,-5445,0,0,0,69
108420,-5,-5,8100,0,152,-186,-5372,0,0,0,69
108440,-8,-8,8114,0,152,-186,-5288,0,0,0,68
108460,-10,-10,8073,0,151,-187,-5290,0,0,0,69
108480,-13,-14,8100,0,151,-188,-5304,0,0,0,69
108500,-19,-19,8073,0,149,-189,-5367,0,0,0,69
108520,-25,-25,8087,0,147,-191,-5463,0,0,0,69
108540,-33,-33,8073,0,145,-193,-5603,0,0,0,69
108560,-40,-40,8059,0,142,-196,-5480,0,0,0,69
108580,-32,-32,8045,0,139,-200,-4431,0,0,0,69
108600,-23,-23,8087,0,135,-204,-3682,0,0,0,69
108620,-21,-21,8087,0,132,-208,-2839,0,0,0,68
108640,-12,-12,8100,0,129,-211,-2012,0,0,0,68
108660,-8,-9,8100,0,127,-214,-1483,0,0,0,67
108680,-1,-3,8114,0,126,-216,-1018,0,0,0,67
108700,2,0,8087,0,125,-217,-890,0,0,0,67
108720,6,4,8100,0,125,-217,-783,0,0,0,67
108740,8,6,8100,0,125,-217,-885,0,0,0,67
108760,9,8,8100,0,126,-217,-897,0,0,0,67
108780,14,12,8100,0,127,-216,-900,0,0,0,67
108800,17,15,8087,0,128,-215,-830,0,0,0,67
108820,23,22,8073,0,129,-213,-736,0,0,0,67
108840,30,29,8059,0,131,-211,-585,0,0,0,66
108860,39,38,8045,0,134,-208,-464,0,0,0,66
108880,38,37,8003,0,137,-204,-1262,0,0,0,66
108900,27,26,8059,0,141,-200,-2137,0,0,0,66
108920,26,25,8087,0,145,-196,-2964,0,0,0,67
108940,17,17,8087,0,148,-192,-3998,0,0,0,67
108960,12,12,8073,0,151,-188,-4619,0,0,0,68
108980,7,7,8100,0,153,-185,-5282,0,0,0,68
109000,1,0,8100,0,155,-184,-5622,0,0,0,69
109020,-2,-2,8128,0,155,-183,-5868,0,0,0,69
109040,-5,-4,8087,0,155,-182,-5834,0,0,0,69
109060,-8,-8,8100,0,155,-183,-5735,0,0,0,69
109080,-10,-10,8087,0,155,-183,-5686,0,0,0,69
109100,-13,-13,8114,0,154,-184,-5665,0,0,0,69
109120,-18,-18,8100,0,153,-185,-5710,0,0,0,69
109140,-24,-24,8087,0,151,-187,-5772,0,0,0,69
109160,-31,-31,8059,0,149,-189,-5914,0,0,0,69
109180,-41,-41,8045,0,146,-192,-5966,0,0,0,69
109200,-36,-36,8031,0,142,-196,-4980,0,0,0,69
109220,-26,-26,8073,0,139,-200,-4093,0,0,0,69
109240,-22,-23,8087,0,135,-204,-3247,0,0,0,68
